1,director1@techcorp.com,director
2,accountant1@techcorp.com,accountant
3,accountant2@techcorp.com,accountant
4,chief_accountant1@techcorp.com,chief_accountant
5,hr_manager1@techcorp.com,hr_manager
6,developer1@techcorp.com,employee
7,developer2@techcorp.com,employee
8,designer1@techcorp.com,employee
9,qa_engineer1@techcorp.com,employee
10,support1@techcorp.com,employee
11,developer3@techcorp.com,employee
12,marketing1@techcorp.com,employee
13,product1@techcorp.com,employee
14,sysadmin1@techcorp.com,employee
15,ux_researcher1@techcorp.com,employee
